"CAPE.TOWN.INTL.database","CAPE.TOWN.INTL.weather.DATE","CAPE.TOWN.INTL.weather.STN...","CAPE.TOWN.INTL.weather.WBAN","CAPE.TOWN.INTL.weather.YEAR","CAPE.TOWN.INTL.weather.MONTH","CAPE.TOWN.INTL.weather.DAY","CAPE.TOWN.INTL.weather.TEMP","CAPE.TOWN.INTL.weather.Count1","CAPE.TOWN.INTL.weather.DEWP","CAPE.TOWN.INTL.weather.Count2","CAPE.TOWN.INTL.weather.SLP","CAPE.TOWN.INTL.weather.Count3","CAPE.TOWN.INTL.weather.STP","CAPE.TOWN.INTL.weather.Count4","CAPE.TOWN.INTL.weather.VISIB","CAPE.TOWN.INTL.weather.Count5","CAPE.TOWN.INTL.weather.WDSP","CAPE.TOWN.INTL.weather.Count6","CAPE.TOWN.INTL.weather.MXSPD","CAPE.TOWN.INTL.weather.GUST","CAPE.TOWN.INTL.weather.MAX","CAPE.TOWN.INTL.weather.MaxFlag","CAPE.TOWN.INTL.weather.MIN","CAPE.TOWN.INTL.weather.MinFlag","CAPE.TOWN.INTL.weather.PRCP","CAPE.TOWN.INTL.weather.PrcpFlag","CAPE.TOWN.INTL.weather.SNDP","CAPE.TOWN.INTL.weather.FRSHTT","CAPE.TOWN.INTL.weather.Year","CAPE.TOWN.INTL.weather.Month","CAPE.TOWN.INTL.weather.Day"
"GSOD",2000-04-05 12:00:00,"688160","99999","2000","4","5",17.7777777777778,20,41,20,1021.8,7,1016.8,7,12.2,20,6.7,20,12,NA,26.2777777777778," ",8.72222222222222," ",0,"I",NA,0,2000,4,5
"GSOD",2000-04-06 12:00:00,"688160","99999","2000","4","6",16.6666666666667,24,45.3,24,1016.3,8,1011.1,8,8.8,24,5.1,24,9.9,NA,29," ",6.61111111111111," ",0,"I",NA,0,2000,4,6
"GSOD",2000-04-07 12:00:00,"688160","99999","2000","4","7",19,23,43.2,23,1012.8,8,1007.8,8,10.2,23,5.5,23,15,NA,32.8888888888889," ",9," ",0,"E",NA,0,2000,4,7
"GSOD",2000-04-08 12:00:00,"688160","99999","2000","4","8",17.7222222222222,24,55.1,24,1015.7,8,1010.7,8,8.4,24,9.3,24,15.9,NA,32.8888888888889," ",11.3888888888889," ",0,"I",NA,100000,2000,4,8
"GSOD",2000-04-09 12:00:00,"688160","99999","2000","4","9",19.3888888888889,22,53.6,22,1016.2,8,1011.2,8,11.5,22,11,22,16.9,NA,26," ",14.1111111111111," ",0,"I",NA,0,2000,4,9
"GSOD",2000-04-10 12:00:00,"688160","99999","2000","4","10",18.0555555555556,23,57,23,1014.7,8,1009.7,8,11.2,23,9.6,23,12,NA,26," ",13," ",0,"I",NA,0,2000,4,10
"GSOD",2000-04-11 12:00:00,"688160","99999","2000","4","11",18.3333333333333,24,57.9,24,1014.7,8,1009.8,8,8.9,24,12.9,24,16.9,NA,25.2222222222222," ",14.7777777777778," ",0,"I",NA,0,2000,4,11
"GSOD",2000-04-12 12:00:00,"688160","99999","2000","4","12",16.4444444444444,21,56.9,21,1015.1,7,1010.1,7,7.3,21,10.6,21,19,NA,25.2222222222222," ",14,"*",0,"I",NA,100000,2000,4,12
"GSOD",2000-04-13 12:00:00,"688160","99999","2000","4","13",17.5,23,54.9,23,1016,8,1011,8,11.1,23,9.3,23,12,NA,24.2222222222222," ",14," ",0,"I",NA,0,2000,4,13
"GSOD",2000-04-14 12:00:00,"688160","99999","2000","4","14",17.1666666666667,22,55.1,22,1016,7,1011,7,9.2,22,14.1,22,20,NA,24.2222222222222," ",13.2222222222222," ",0,"I",NA,100000,2000,4,14
"GSOD",2000-04-15 12:00:00,"688160","99999","2000","4","15",18.8888888888889,24,53.1,24,1014.1,8,1009.1,8,12,24,10.9,24,19,26,26," ",14,"*",0,"I",NA,0,2000,4,15
"GSOD",2000-04-16 12:00:00,"688160","99999","2000","4","16",17,24,55.7,24,1012,8,1007,8,10.6,24,8,24,12,22,26.2222222222222," ",11.3888888888889," ",0,"I",NA,0,2000,4,16
"GSOD",2000-04-17 12:00:00,"688160","99999","2000","4","17",18.9444444444444,23,57.8,23,1014.3,8,1009.3,8,10.7,23,7.7,23,13,NA,25.7777777777778," ",11.7222222222222," ",0,"I",NA,0,2000,4,17
"GSOD",2000-04-18 12:00:00,"688160","99999","2000","4","18",20.2777777777778,23,57.3,23,1014.2,8,1009.2,8,12.8,23,6.8,23,9.9,NA,27.6111111111111," ",16,"*",0,"I",NA,0,2000,4,18
"GSOD",2000-04-19 12:00:00,"688160","99999","2000","4","19",19.7222222222222,23,54.7,23,1013.3,7,1008.4,7,11.2,23,5.2,23,9.9,NA,30.2222222222222," ",13.7222222222222," ",0,"I",NA,0,2000,4,19
"GSOD",2000-04-20 12:00:00,"688160","99999","2000","4","20",18.1666666666667,23,54.1,23,1011.9,7,1007,7,7.8,23,8.2,23,15,NA,30.2222222222222," ",12,"*",0,"I",NA,100000,2000,4,20
"GSOD",2000-04-21 12:00:00,"688160","99999","2000","4","21",16.0555555555556,23,53.9,23,1013.8,7,1008.9,7,10.2,23,11.1,23,15.9,27,26.2222222222222," ",14,"*",0,"I",NA,0,2000,4,21
"GSOD",2000-04-22 12:00:00,"688160","99999","2000","4","22",15.8888888888889,22,55.2,22,1015.8,7,1010.8,7,8.7,22,9.8,22,13,19,22.7222222222222," ",13.3888888888889," ",2.032,"E",NA,10000,2000,4,22
"GSOD",2000-04-23 12:00:00,"688160","99999","2000","4","23",15.2222222222222,23,52.9,23,1018.1,8,1013.1,8,8.3,23,6.8,23,15.9,NA,22.7222222222222," ",11,"*",4.318,"G",NA,10000,2000,4,23
"GSOD",2000-04-24 12:00:00,"688160","99999","2000","4","24",12.5555555555556,22,44.6,22,1018.6,7,1013.5,7,9.5,20,3.3,22,8,NA,19.2222222222222," ",7," ",2.032,"G",NA,0,2000,4,24
"GSOD",2000-04-25 12:00:00,"688160","99999","2000","4","25",12.8333333333333,24,49.5,24,1016.5,8,1011.5,8,7.7,24,5.9,24,13,NA,19.2222222222222," ",9.61111111111111," ",0.254,"G",NA,10000,2000,4,25
"GSOD",2000-04-26 12:00:00,"688160","99999","2000","4","26",13.8333333333333,22,44.2,22,1021,8,1016,8,12.9,22,15.4,22,22.9,NA,17.3888888888889," ",10,"*",1.524,"G",NA,0,2000,4,26
"GSOD",2000-04-27 12:00:00,"688160","99999","2000","4","27",15.2222222222222,23,42.9,23,1023.1,8,1018.1,8,13.1,23,9.2,23,16.9,NA,21.1111111111111," ",8.88888888888889," ",0,"G",NA,0,2000,4,27
"GSOD",2000-04-28 12:00:00,"688160","99999","2000","4","28",14.5555555555556,24,42.2,24,1017.2,8,1012.1,8,11.6,23,5.5,24,12,19,25.1111111111111," ",4.22222222222222," ",0,"I",NA,0,2000,4,28
"GSOD",2000-04-29 12:00:00,"688160","99999","2000","4","29",14.3888888888889,24,48.6,24,1016.5,7,1011.5,7,8.6,24,4.5,24,11.1,19,25.1111111111111," ",8," ",0,"I",NA,100000,2000,4,29
"GSOD",2000-04-30 12:00:00,"688160","99999","2000","4","30",14.5555555555556,24,54.3,24,1018.7,8,1013.7,8,5.4,24,4.7,24,8,22,23.2222222222222," ",8.61111111111111," ",0,"I",NA,100000,2000,4,30
"GSOD",2000-05-01 12:00:00,"688160","99999","2000","5","1",13.3888888888889,22,50.6,22,1019.8,8,1014.8,8,9.4,22,6.3,22,13,14,20.8888888888889," ",9,"*",2.286,"G",NA,110000,2000,5,1
"GSOD",2000-05-02 12:00:00,"688160","99999","2000","5","2",10.7777777777778,24,41.5,24,1023.8,8,1018.7,8,11.1,24,9.8,24,18.1,NA,18," ",7,"*",1.778,"G",NA,10000,2000,5,2
"GSOD",2000-05-03 12:00:00,"688160","99999","2000","5","3",11.7222222222222,24,36.6,24,1023.4,8,1018.2,8,12.7,23,6.6,24,11.1,NA,17," ",7.22222222222222," ",0.508,"G",NA,0,2000,5,3
"GSOD",2000-05-04 12:00:00,"688160","99999","2000","5","4",12.6111111111111,23,42,23,1020.8,7,1015.7,7,9.8,23,6.4,23,9.9,NA,18.7777777777778," ",7,"*",0,"G",NA,0,2000,5,4
"GSOD",2000-05-05 12:00:00,"688160","99999","2000","5","5",12.1111111111111,23,46.7,23,1019.9,8,1014.8,8,8.1,23,4.8,23,9.9,NA,21,"*",4.72222222222222," ",0,"I",NA,100000,2000,5,5
"GSOD",2000-05-06 12:00:00,"688160","99999","2000","5","6",14,22,49.4,22,1018.8,8,1013.8,8,7.1,21,6.1,22,13,NA,22," ",4.77777777777778," ",0,"I",NA,100000,2000,5,6
"GSOD",2000-05-07 12:00:00,"688160","99999","2000","5","7",15.3333333333333,24,42.5,24,1015.6,8,1010.6,8,10.4,24,4.8,24,9.9,18.1,29.5," ",4.72222222222222," ",0,"I",NA,0,2000,5,7
"GSOD",2000-05-08 12:00:00,"688160","99999","2000","5","8",15.0555555555556,22,53.2,22,1019.7,8,1014.6,8,8.2,22,7.7,22,13,NA,29.5," ",7.77777777777778," ",0,"I",NA,100000,2000,5,8
"GSOD",2000-05-09 12:00:00,"688160","99999","2000","5","9",16.3888888888889,24,55.2,24,1021,8,1015.9,8,9.1,24,8.1,24,9.9,NA,22.2222222222222," ",13,"*",0,"I",NA,0,2000,5,9
"GSOD",2000-05-10 12:00:00,"688160","99999","2000","5","10",14.9444444444444,23,54.6,23,1020.9,6,1015.9,6,6.5,23,10.4,23,15.9,NA,22.2222222222222," ",10.3888888888889," ",0,"I",NA,100000,2000,5,10
"GSOD",2000-05-11 12:00:00,"688160","99999","2000","5","11",19.3888888888889,24,51,24,1021,8,1016,8,11.9,24,11.2,24,23.9,33,26.7222222222222," ",14.1111111111111," ",0,"I",NA,0,2000,5,11
"GSOD",2000-05-12 12:00:00,"688160","99999","2000","5","12",17.7777777777778,24,51.2,24,1020.9,8,1015.9,8,10.9,23,4.8,24,9.9,NA,26.7222222222222," ",12,"*",0,"I",NA,0,2000,5,12
"GSOD",2000-05-13 12:00:00,"688160","99999","2000","5","13",18.2777777777778,20,45.8,20,1019.3,8,1014.3,8,11.3,20,3.3,20,9.9,NA,31,"*",9.11111111111111," ",0,"I",NA,0,2000,5,13
"GSOD",2000-05-14 12:00:00,"688160","99999","2000","5","14",19.9444444444444,23,47,23,1017.8,8,1012.8,8,8.6,23,3.3,23,9.9,14,31.2777777777778," ",11.7777777777778," ",0,"I",NA,0,2000,5,14
"GSOD",2000-05-15 12:00:00,"688160","99999","2000","5","15",20.7222222222222,24,45.5,24,1018.3,8,1013.4,8,9.2,24,5.8,24,12,NA,31.2777777777778," ",15," ",0,"I",NA,0,2000,5,15
"GSOD",2000-05-16 12:00:00,"688160","99999","2000","5","16",18.9444444444444,23,48.2,23,1019.4,8,1014.4,8,8.1,23,5.3,23,9.9,NA,27.7777777777778," ",13,"*",0,"I",NA,100000,2000,5,16
"GSOD",2000-05-17 12:00:00,"688160","99999","2000","5","17",13.9444444444444,22,54.7,22,1019.8,8,1014.7,8,2.4,22,3.1,22,8.9,15.9,27," ",11,"*",0,"I",NA,100000,2000,5,17
"GSOD",2000-05-18 12:00:00,"688160","99999","2000","5","18",14.1666666666667,22,53.3,22,1020.5,8,1015.4,8,2.1,21,3.1,22,7,NA,22.3888888888889," ",0," ",0,"I",NA,100000,2000,5,18
"GSOD",2000-05-19 12:00:00,"688160","99999","2000","5","19",14.3333333333333,23,51.1,23,1018,8,1013,8,5.7,23,4.5,23,9.9,NA,22.8888888888889," ",7.38888888888889," ",0,"I",NA,100000,2000,5,19
"GSOD",2000-05-20 12:00:00,"688160","99999","2000","5","20",14.6666666666667,22,55.3,22,1016.4,7,1011.4,7,5.1,22,6.4,22,15.9,NA,18.7777777777778," ",11,"*",NA," ",NA,110000,2000,5,20
"GSOD",2000-05-21 12:00:00,"688160","99999","2000","5","21",14.1111111111111,19,52.7,19,1018.9,8,1013.9,8,7.4,18,5.1,19,8.9,NA,19.2222222222222," ",9.77777777777778,"*",2.286,"G",NA,110000,2000,5,21
"GSOD",2000-05-22 12:00:00,"688160","99999","2000","5","22",13.7222222222222,24,50.4,24,1020.2,8,1015.2,8,8.7,24,5.8,24,11.1,NA,19.2222222222222," ",9.11111111111111," ",0,"G",NA,10000,2000,5,22
"GSOD",2000-05-23 12:00:00,"688160","99999","2000","5","23",14.1111111111111,23,44.1,23,1020.2,8,1015.2,8,11,23,9.6,23,20,29.9,18.7222222222222," ",10,"*",1.524,"G",NA,0,2000,5,23
"GSOD",2000-05-24 12:00:00,"688160","99999","2000","5","24",12.7222222222222,23,43.8,23,1013.7,8,1008.6,8,9.4,23,3.5,23,7,14,22," ",5.22222222222222," ",0,"G",NA,0,2000,5,24
"GSOD",2000-05-25 12:00:00,"688160","99999","2000","5","25",14.0555555555556,24,50.8,24,1012.5,8,1007.5,8,7.6,24,9.8,24,20,NA,22," ",8.77777777777778," ",0.762,"E",NA,10000,2000,5,25
"GSOD",2000-05-26 12:00:00,"688160","99999","2000","5","26",15.1666666666667,24,57,24,1016.3,8,1011.3,8,4.8,24,9.8,24,15.9,NA,18.5," ",14,"*",5.842,"G",NA,110000,2000,5,26
"GSOD",2000-05-27 12:00:00,"688160","99999","2000","5","27",13.3333333333333,24,54.5,24,1018.3,8,1013.2,8,3.5,24,7.1,24,11.1,NA,18.5," ",11,"*",5.08,"G",NA,110000,2000,5,27
"GSOD",2000-05-28 12:00:00,"688160","99999","2000","5","28",13.2222222222222,24,53.2,24,1015.7,8,1010.6,8,5.3,24,15.8,24,26,34,17.2222222222222," ",9.88888888888889," ",0.254,"G",NA,110000,2000,5,28
"GSOD",2000-05-29 12:00:00,"688160","99999","2000","5","29",15.8333333333333,23,57.6,23,1014.2,8,1009.2,8,5.4,23,19.9,23,23.9,35,17.3888888888889," ",13.1111111111111," ",5.842,"G",NA,10000,2000,5,29
"GSOD",2000-05-30 12:00:00,"688160","99999","2000","5","30",15.4444444444444,23,58,23,1016.1,8,1011.1,8,4.1,22,11.3,23,18.1,27,17.3888888888889," ",14.2777777777778," ",27.686,"G",NA,10000,2000,5,30
"GSOD",2000-05-31 12:00:00,"688160","99999","2000","5","31",14.7777777777778,23,55.7,23,1019.8,8,1014.8,8,4.6,23,5.6,23,15,20,18," ",11,"*",8.128,"G",NA,110000,2000,5,31
"GSOD",2000-06-01 12:00:00,"688160","99999","2000","6","1",14.2777777777778,23,54.9,23,1018.4,8,1013.3,8,4.5,23,7.6,23,14,NA,18.1111111111111," ",10.6111111111111," ",0.508,"G",NA,110000,2000,6,1
"GSOD",2000-06-02 12:00:00,"688160","99999","2000","6","2",15.7222222222222,24,57.2,24,1019.7,8,1014.7,8,5.7,24,9,24,14,NA,19.7222222222222," ",13,"*",3.302,"G",NA,110000,2000,6,2
"GSOD",2000-06-03 12:00:00,"688160","99999","2000","6","3",13.7777777777778,24,54.6,24,1024.8,7,1019.7,7,0.8,24,3.7,24,6,NA,19.7222222222222," ",11.8888888888889," ",1.524,"G",NA,100000,2000,6,3
"GSOD",2000-06-04 12:00:00,"688160","99999","2000","6","4",12.8333333333333,23,50.9,23,1024.3,7,1019.2,7,2.9,23,2.6,23,6,NA,21.1111111111111," ",9,"*",0.254,"G",NA,100000,2000,6,4
"GSOD",2000-06-05 12:00:00,"688160","99999","2000","6","5",18.0555555555556,23,41.6,23,1022.2,8,1017.2,8,9.8,23,6.7,23,13,22.9,29.1111111111111," ",6.5," ",0,"G",NA,100000,2000,6,5
"GSOD",2000-06-06 12:00:00,"688160","99999","2000","6","6",19,24,42.8,24,1022.5,8,1017.5,8,11.7,23,5.8,24,12,16.9,29.2222222222222," ",11,"*",0,"I",NA,0,2000,6,6
"GSOD",2000-06-07 12:00:00,"688160","99999","2000","6","7",18,24,46.8,24,1019.6,8,1014.6,8,10.1,24,5.1,24,9.9,13,29.2222222222222," ",10.7222222222222," ",0,"I",NA,0,2000,6,7
"GSOD",2000-06-08 12:00:00,"688160","99999","2000","6","8",15.8888888888889,24,53.2,24,1017.3,8,1012.3,8,6.1,24,4,24,8,NA,28.6111111111111," ",9.88888888888889," ",0,"I",NA,100000,2000,6,8
"GSOD",2000-06-09 12:00:00,"688160","99999","2000","6","9",17.2777777777778,21,51.5,21,1013.8,7,1008.8,7,9.4,21,8.4,21,14,NA,25.2222222222222," ",12.8888888888889," ",0.508,"G",NA,10010,2000,6,9
"GSOD",2000-06-10 12:00:00,"688160","99999","2000","6","10",15.3888888888889,22,50.8,22,1009.5,8,1004.5,8,7.3,22,15.7,22,23.9,37.9,21.8888888888889," ",12.2777777777778," ",0.508,"G",NA,10000,2000,6,10
"GSOD",2000-06-11 12:00:00,"688160","99999","2000","6","11",13.2222222222222,23,44.9,23,1018,8,1012.9,8,8.4,23,12.5,23,20,30.9,19.7777777777778," ",10.6111111111111,"*",43.688,"G",NA,10000,2000,6,11
"GSOD",2000-06-12 12:00:00,"688160","99999","2000","6","12",12.3333333333333,24,44,24,1022,8,1016.9,8,10.1,24,5.1,24,9.9,20,18," ",6,"*",0.254,"G",NA,10000,2000,6,12
"GSOD",2000-06-13 12:00:00,"688160","99999","2000","6","13",12.7777777777778,24,46.3,24,1015.7,8,1010.6,8,9.2,24,8.4,24,16.9,27,21.2222222222222," ",4.5," ",0,"G",NA,0,2000,6,13
"GSOD",2000-06-14 12:00:00,"688160","99999","2000","6","14",14.3333333333333,23,54.4,23,1019.1,8,1014,8,5.1,23,10.4,23,18.1,28.9,21.2222222222222," ",12.8888888888889," ",0.254,"G",NA,10000,2000,6,14
"GSOD",2000-06-15 12:00:00,"688160","99999","2000","6","15",12.6111111111111,24,51.2,24,1019.8,8,1014.7,8,7.8,24,4.2,24,8.9,NA,16.7777777777778," ",9,"*",20.066,"G",NA,10000,2000,6,15
"GSOD",2000-06-16 12:00:00,"688160","99999","2000","6","16",10.7777777777778,22,47.4,22,1020.9,8,1015.8,8,10,22,3.9,22,6,NA,16.7777777777778," ",5.77777777777778," ",0.508,"G",NA,10000,2000,6,16
"GSOD",2000-06-17 12:00:00,"688160","99999","2000","6","17",13.1666666666667,22,49.5,22,1024.2,8,1019.1,8,8.3,22,9.1,22,16.9,NA,16.7222222222222," ",8.77777777777778," ",0.508,"G",NA,10000,2000,6,17
"GSOD",2000-06-18 12:00:00,"688160","99999","2000","6","18",13.7777777777778,24,53.7,24,1027.8,8,1022.7,8,7.1,24,7,24,13,14,18,"*",12,"*",0.254,"G",NA,110000,2000,6,18
"GSOD",2000-06-19 12:00:00,"688160","99999","2000","6","19",12.3888888888889,21,50.4,21,1021.6,8,1016.5,8,4.3,21,2.7,21,5.1,NA,20.7777777777778," ",7.38888888888889," ",0,"G",NA,100000,2000,6,19
"GSOD",2000-06-20 12:00:00,"688160","99999","2000","6","20",14.8333333333333,23,44.9,23,1012.2,8,1007.2,8,8.7,23,6.6,23,16.9,NA,23,"*",7," ",0,"I",NA,0,2000,6,20
"GSOD",2000-06-21 12:00:00,"688160","99999","2000","6","21",15.0555555555556,22,52,22,1009.1,8,1004.1,8,8.1,21,13.8,22,21,28.9,22.7777777777778," ",12,"*",NA," ",NA,10000,2000,6,21
"GSOD",2000-06-22 12:00:00,"688160","99999","2000","6","22",12.1666666666667,24,46.1,24,1017.1,8,1012,8,8.3,24,6.3,24,11.1,20,18.8888888888889," ",9.27777777777778,"*",5.588,"G",NA,10000,2000,6,22
"GSOD",2000-06-23 12:00:00,"688160","99999","2000","6","23",11.7222222222222,23,47,23,1023.9,8,1018.8,8,8.5,23,9.6,23,15.9,25.1,15.7777777777778," ",8," ",6.604,"G",NA,10000,2000,6,23
"GSOD",2000-06-24 12:00:00,"688160","99999","2000","6","24",12.5,24,42.6,24,1022.2,8,1017.2,8,11.1,24,8.9,24,15,NA,17.2777777777778," ",7,"*",1.27,"G",NA,0,2000,6,24
"GSOD",2000-06-25 12:00:00,"688160","99999","2000","6","25",11.4444444444444,23,46.3,23,1020.2,8,1015.1,8,10.6,22,5.3,23,9.9,NA,18.3888888888889," ",6.77777777777778," ",0,"G",NA,100000,2000,6,25
"GSOD",2000-06-26 12:00:00,"688160","99999","2000","6","26",11.7222222222222,23,45.4,23,1020.7,8,1015.6,8,8.3,23,5.6,23,12,NA,20.7222222222222," ",4.77777777777778," ",0,"I",NA,100000,2000,6,26
"GSOD",2000-06-27 12:00:00,"688160","99999","2000","6","27",10.1666666666667,23,46.2,23,1022.9,8,1017.7,8,2.6,23,4,23,8.9,NA,20.7222222222222," ",3.88888888888889," ",0,"I",NA,100000,2000,6,27
"GSOD",2000-06-28 12:00:00,"688160","99999","2000","6","28",11.1666666666667,24,48.2,24,1024.1,8,1019,8,4.5,24,3.4,24,9.9,NA,19.6111111111111," ",0," ",0,"I",NA,100000,2000,6,28
"GSOD",2000-06-29 12:00:00,"688160","99999","2000","6","29",12.8333333333333,24,44.3,24,1023.1,8,1018,8,5.9,24,4.4,24,8.9,NA,24,"*",4.72222222222222," ",0,"I",NA,100000,2000,6,29
"GSOD",2000-06-30 12:00:00,"688160","99999","2000","6","30",17.6666666666667,24,43.8,24,1018,8,1013,8,10.2,24,9.8,24,19,32.1,27,"*",9.5," ",0,"I",NA,0,2000,6,30
"GSOD",2000-07-01 12:00:00,"688160","99999","2000","7","1",13.5,24,50.2,24,1024.7,8,1019.6,8,8.6,24,5.5,24,11.1,NA,26.8888888888889," ",9,"*",0,"I",NA,100000,2000,7,1
"GSOD",2000-07-02 12:00:00,"688160","99999","2000","7","2",11.5555555555556,23,47,23,1027.4,8,1022.2,8,10.8,23,5.5,23,9.9,NA,18.1111111111111," ",6.27777777777778," ",0,"I",NA,100000,2000,7,2
"GSOD",2000-07-03 12:00:00,"688160","99999","2000","7","3",16.1666666666667,23,42.9,23,1022.2,8,1017.1,8,11.3,23,6.6,23,12,NA,26.2222222222222," ",6.88888888888889," ",0,"I",NA,0,2000,7,3
"GSOD",2000-07-04 12:00:00,"688160","99999","2000","7","4",15.0555555555556,21,48.3,21,1021.7,7,1016.6,7,7.8,21,6.4,21,11.1,22,26.2222222222222," ",7,"*",0,"I",NA,0,2000,7,4
"GSOD",2000-07-05 12:00:00,"688160","99999","2000","7","5",15.2222222222222,24,50.5,24,1025.3,8,1020.2,8,8.7,23,3.9,24,12,NA,24.1111111111111," ",8.27777777777778," ",0,"I",NA,0,2000,7,5
"GSOD",2000-07-06 12:00:00,"688160","99999","2000","7","6",16.3888888888889,23,42.3,23,1021.6,8,1016.6,8,10.2,23,3.8,23,13,15,28,"*",7.27777777777778," ",0,"I",NA,0,2000,7,6
"GSOD",2000-07-07 12:00:00,"688160","99999","2000","7","7",17.2777777777778,23,41.4,23,1018,6,1012.9,6,10.6,23,5.5,23,11.1,14,27.6111111111111," ",12,"*",0,"E",NA,10000,2000,7,7
"GSOD",2000-07-08 12:00:00,"688160","99999","2000","7","8",14.1666666666667,24,51.9,24,1018.6,8,1013.6,8,7.1,24,6.1,24,12,NA,23.3888888888889," ",10,"*",0,"G",NA,0,2000,7,8
"GSOD",2000-07-09 12:00:00,"688160","99999","2000","7","9",14.5,24,52.8,24,1018.8,8,1013.7,8,7.3,23,13.8,24,29.9,42.9,17.7222222222222," ",9.72222222222222," ",1.016,"E",NA,10000,2000,7,9
"GSOD",2000-07-10 12:00:00,"688160","99999","2000","7","10",14.1111111111111,24,51.5,24,1022.1,8,1017,8,9.7,24,9.9,24,16.9,22,17.3888888888889," ",7.22222222222222," ",NA," ",NA,10000,2000,7,10
"GSOD",2000-07-11 12:00:00,"688160","99999","2000","7","11",14.2777777777778,23,52,23,1021.5,7,1016.5,7,9.5,23,6,23,8.9,NA,19.2222222222222," ",11," ",0,"G",NA,10000,2000,7,11
"GSOD",2000-07-12 12:00:00,"688160","99999","2000","7","12",14.0555555555556,23,51.3,23,1015.2,7,1010.2,7,7.3,23,10.6,23,15,NA,19.2222222222222," ",8.11111111111111," ",0,"I",NA,100000,2000,7,12
"GSOD",2000-07-13 12:00:00,"688160","99999","2000","7","13",14.3888888888889,23,47.9,23,1010,8,1005,8,9.6,23,15.2,23,22,33,17.8888888888889," ",13,"*",0,"I",NA,0,2000,7,13
"GSOD",2000-07-14 12:00:00,"688160","99999","2000","7","14",11.2222222222222,20,47.4,20,1003.1,7,998,7,6.7,20,12.2,20,21,33,16.3888888888889," ",8,"*",3.81,"G",NA,10000,2000,7,14
"GSOD",2000-07-15 12:00:00,"688160","99999","2000","7","15",7.72222222222222,21,40,21,1013,7,1007.8,7,7.6,20,9.2,21,16.9,29.9,14.2777777777778," ",4.72222222222222," ",4.826,"G",NA,10000,2000,7,15
"GSOD",2000-07-16 12:00:00,"688160","99999","2000","7","16",8.05555555555556,24,40.1,24,1024.9,8,1019.7,8,11.1,23,7.3,24,11.1,NA,13," ",2.11111111111111," ",5.588,"G",NA,0,2000,7,16
"GSOD",2000-07-17 12:00:00,"688160","99999","2000","7","17",10.2222222222222,16,44.9,16,1021.1,5,1016,5,11,16,12.1,16,19,21,14.7777777777778," ",5,"*",0,"G",NA,10000,2000,7,17
"GSOD",2000-07-18 12:00:00,"688160","99999","2000","7","18",11.8888888888889,21,46.4,21,1012.3,7,1007.2,7,6.8,20,16.1,21,30.9,40,16.3888888888889," ",8,"*",0.254,"G",NA,10000,2000,7,18
"GSOD",2000-07-19 12:00:00,"688160","99999","2000","7","19",8.94444444444444,21,39.8,21,1015.6,6,1010.4,6,7.5,20,8.8,21,14,NA,16.3888888888889," ",0,"*",7.112,"G",NA,110000,2000,7,19
"GSOD",2000-07-20 12:00:00,"688160","99999","2000","7","20",10.3888888888889,22,41,22,1025.4,5,1020.2,5,7.4,22,6.1,22,12,NA,14.1111111111111," ",7," ",5.08,"G",NA,10000,2000,7,20
"GSOD",2000-07-21 12:00:00,"688160","99999","2000","7","21",10.1666666666667,21,43.7,21,1026.3,7,1021.1,6,9.3,21,6.5,21,13.6,NA,14.1111111111111," ",-4.61111111111111," ",0.508,"G",NA,10000,2000,7,21
"GSOD",2000-07-22 12:00:00,"688160","99999","2000","7","22",12.8888888888889,21,45.8,21,1025.5,7,1020.3,7,11.2,19,12.6,21,16.9,NA,18,"*",5.27777777777778," ",0,"G",NA,0,2000,7,22
"GSOD",2000-07-23 12:00:00,"688160","99999","2000","7","23",12.3333333333333,20,40.8,20,1018.6,7,1013.5,7,11.7,20,3.8,20,8,NA,21," ",3.22222222222222," ",0,"I",NA,0,2000,7,23
"GSOD",2000-07-24 12:00:00,"688160","99999","2000","7","24",11.1666666666667,17,46.9,17,1021.1,6,1016,6,10.1,17,7.6,17,12,NA,21," ",7.22222222222222," ",0,"I",NA,0,2000,7,24
"GSOD",2000-07-25 12:00:00,"688160","99999","2000","7","25",12.2222222222222,20,47.5,20,1028.7,6,1023.7,6,7.8,20,4.7,20,8,NA,17.2222222222222," ",6.77777777777778,"*",0,"I",NA,0,2000,7,25
"GSOD",2000-07-26 12:00:00,"688160","99999","2000","7","26",11.0555555555556,23,46.7,23,1026.7,8,1021.6,8,6.9,23,4.8,23,8.9,NA,18,"*",6," ",0,"I",NA,100000,2000,7,26
"GSOD",2000-07-27 12:00:00,"688160","99999","2000","7","27",11.8888888888889,22,49.4,22,1023.2,6,1018.1,6,5,22,8.6,22,13,18.1,17.7222222222222," ",5.27777777777778," ",0,"I",NA,100000,2000,7,27
"GSOD",2000-07-28 12:00:00,"688160","99999","2000","7","28",12.5,22,51.1,22,1019.8,8,1014.7,8,8.3,22,9.7,22,15,NA,16.7222222222222," ",10.3888888888889," ",0,"I",NA,0,2000,7,28
"GSOD",2000-07-29 12:00:00,"688160","99999","2000","7","29",13.8333333333333,21,50.9,21,1018.5,7,1013.4,7,10,21,7,21,8.9,NA,18.6111111111111," ",9.38888888888889," ",0,"I",NA,0,2000,7,29
